harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_25
-52.07105585585826,-53.46376873699268,-81.72219816316131,-64.46585136768356,-69.35474097032821,-68.66102180840518,-58.89561448908358,-62.04482986461436,-61.21140531031725,-77.58332591317719,-62.376261835968606,-70.02489685011804,-73.19696081966919,-80.72504344972054,-66.34925396615117,-75.30449612505286,-78.70007058612151,-86.95510566571791,,,-82.49753130380518,,,,
-37.382759302731394,-40.7011905481908,-48.19899644951843,-45.355487064227944,-41.86145832444556,-55.046891859609985,-70.15158048141103,-48.85598931112995,-51.76548256695247,-59.00364249124055,-51.456893432463,-62.320024705786444,-72.32232445291726,-66.7362720231815,-73.97569651638764,-74.52718494355831,-85.2014070141463,-67.40971585630557,-78.9038991663063,-85.68332182141846,-84.96568673114444,-85.7834055271454,-87.68825916857207,-76.08991460358445,-88.13883089504948
-31.834976691691182,-41.62371431268,-36.860240266816845,-34.89458541749453,-48.71938038954323,-56.219559217729135,-57.239166051640424,-52.22932563207041,-50.99983677996031,-62.76964529384787,-58.74252517120816,-62.830111585315436,-71.75429900437689,-72.82213222784037,-66.47415841296534,-70.26119035299925,-70.10748165086078,-87.15795300515279,-77.32421142350546,-67.35971854470422,-83.26773771138795,,,,
-18.553695997200496,-39.03051967231841,-35.30468644072256,-59.09858582810017,-38.88706475398706,-45.87522571796433,-44.114873858916695,-49.04164640874232,-60.287384349003524,-61.16886163681319,-54.32932305430952,-63.46314526238659,-78.85179752600177,-62.93131550568995,-69.20923048724148,-60.09612462554777,-70.14993540259879,-74.65321377522004,-76.55326629924164,-74.14361759171716,-78.57249457408855,-79.48365141105143,-84.79630948363426,-80.08381544886169,-82.3379019896257
-21.432938651601887,-27.308661094747585,-31.015018057892874,-33.77011201158212,-39.721202224966525,-46.8408634788166,-63.78746439383707,-54.53832299660254,-68.19561443203982,-71.59739315385119,-69.48156325409795,-66.11659013942888,-65.00703692036245,-78.64431941789472,-71.80415933786337,-66.79280962018171,-68.05796346482168,-79.03891497220135,-74.96367647600506,-83.38424578070519,,,,,
-39.321423388647965,-49.33238757819224,-54.97581365831307,-56.22297575565593,-67.07901250063072,-61.849757443808784,-71.19999509456544,-73.71262631303637,-68.62597378046634,-68.64933080588469,-71.6310758902668,-85.57232953088636,-84.93899274212092,-76.3627424732558,-71.90135081997968,-83.3116784056128,-82.4021100224574,-81.5946624138761,-88.21855289247057,-87.33847483143845,-87.01872841950886,,-88.61269431276914,,
-32.266348991699246,-48.18186790146745,-50.56945801245052,-48.80078639339793,-41.48842834495757,-46.09302848784703,-49.12228149918562,-56.85918292962055,-56.01752022153325,-66.2554128537496,-66.39934940901058,-68.3744626658868,-61.1606813109536,-69.115044419124,-65.11569858178392,-72.89356783190071,,-84.60981550868917,,,,-88.81576920136966,,,-86.15658650817836
-16.57090269192156,-31.59314187365005,-35.60426145249873,-25.136016660236546,-24.47081041179465,-34.749885624727334,-41.145912375655655,-36.4964332794089,-61.09254545933092,-47.11492481226368,-50.1321552170387,-55.57836096275743,-54.10737852921236,-55.355977178284974,-45.09481098877251,-49.844011337854404,-57.51836741382467,-60.5963292953541,-63.859345736543645,-75.61908555774004,-59.93622210943335,-61.95631496884856,-74.6804628705265,-63.33737245280021,-69.62348317643816
-22.89863951090419,-45.039013825683284,-30.51876346848666,-41.85280119666996,-45.603991432274675,-33.07420477570651,-34.29406098735517,-52.20241116756913,-64.51039704558312,-69.38013914098846,-56.539487546077815,-59.2580013366186,-57.360589273766344,-59.464575464778676,-65.70448356864104,-56.693601119500414,-64.07792252918341,-65.22260398485922,-60.42629250602858,-70.0394730441516,-64.10257123128952,-73.350960358564,-73.03921956286062,-75.50689635979836,-75.70926503539323
-44.97780944735924,-52.93885743845643,-48.72751749154769,-54.0809149583629,-47.68328457383753,-62.51238233620018,-65.55669371620021,-64.90201031233504,-69.36945019161953,-74.56580613403116,-76.31694412846447,-68.72110955970892,-78.16239164925912,-76.26583016245436,-70.59735358531108,-78.78986025072739,-79.31922005137335,-77.5319488935892,-86.95993932211894,-82.73659040792633,-86.18735937519823,-85.6928233981912,-87.51911964974036,-88.21569296190575,
-53.84564167336946,-43.012780119164866,-50.881141207185976,-43.53282700062301,-45.33827991410577,-39.041870588804926,-48.542941483168896,-52.62168166748108,-55.39779898387235,-51.8981313131695,-64.33447500090355,-70.15226658185851,-69.44076887108653,-88.83324273745427,,,,,,,,,,,
-14.607361893156623,-23.75782674607358,-36.41451601086399,-28.172581692692606,-33.818837000781215,-39.82323087832777,-34.21787557829824,-47.01426869971054,-51.01272282841528,-51.68606520732962,-47.2647396485504,-62.68346039665946,-57.89625868269129,-38.24858728518445,-46.97246770426495,-54.60105418536719,-48.20686900579013,-47.004375738398004,-60.8635666045031,-61.58098714501274,-62.30267110785542,-66.68117600823031,-66.81838809596248,-62.46541283328572,-62.56575416486189
-40.47950127781584,-45.126727825378886,-44.8957060418936,-48.50690425260938,-41.365936624017415,-56.62426674806503,-62.5733617308176,-62.261970802075176,-53.80936293833167,-69.09985989516169,-69.23521390846913,-69.13058868467424,-65.53364492623929,-61.224381749776455,-71.02763477940182,-74.78183846327777,-75.67813179890398,-77.29883337594713,-89.02504621105165,,,,,,
-21.611095756775452,-20.771725811528103,-40.124281409380394,-38.54924255126044,-28.137085280520985,-44.91828834015462,-37.88348505687165,-47.18321495630221,-40.257972377598975,-51.65992910717215,-50.316819596889786,-54.762851771952974,-61.78759454079151,-45.10706114698644,-48.77312576470532,-64.4669851156104,-58.32440849009912,-55.798576026439264,-59.38163948700133,-62.76517651055052,-62.37650863975787,-64.63693546970343,-73.41434401095478,-61.0549994021081,-70.17496245959684
-24.98559753026325,-35.45209899489824,-30.43574870822981,-35.43623891876232,-44.845279374804704,-37.96155010678267,-47.31746660085715,-39.70772926818291,-40.320108279834564,-59.51433802880394,-50.167978828641296,-55.447794327106834,-56.82567423990469,-68.97432479719998,-60.60846982968075,-63.45972767610546,-69.4038684257709,-67.78203238059439,-69.37750806129297,-60.19787702842374,-62.43393887158674,-75.77596382628127,-85.56624316145349,-86.88881219356928,-76.19024864793758
-16.623310737252528,-28.707835626534855,-29.698749865547086,-42.180396266394936,-35.101824134731,-40.487960976941295,-44.87857143818139,-45.21789858881291,-35.323097897662535,-42.35213959470039,-38.368575005723734,-44.27507060523877,-37.541518373470666,-45.82826543401878,-49.99457421295972,-56.13666178723133,-50.45642399348888,-58.93816052034059,-60.27763740081913,-56.82667718068533,-47.15131067012239,-66.29837598970803,-67.2268825866005,-71.73465220263945,-66.31491681244866
-18.437452681380364,-30.27803266092892,-41.61619344389022,-43.83139948967478,-41.32345510112749,-51.306523489567354,-38.004387345910345,-56.5330477825502,-53.58651855336393,-53.27499423145532,-50.72864875137269,-56.2669545745982,-60.18412194273122,-66.12829224989981,-65.4301628735773,-60.701313004685076,-60.048883516796295,-67.49457838224995,-62.89386426774777,-77.96307155821354,-67.79155313610563,-59.15091522007065,-76.69570412514832,-80.66612043613243,-82.50388826609696
-28.974086537667553,-41.481124075349186,-47.118510850781036,-37.86243804375523,-43.79141297459139,-47.783803335752864,-56.39070874340401,-53.56727724479264,-57.98006709076141,-73.68352685930593,-55.25508325645543,-67.45690504279392,-65.83917230522978,-75.51316079689173,-73.23555198107898,-70.7988535298448,-62.17928806182546,-71.72953864535769,-82.33427055871162,-80.5929805259455,-82.76364836743964,-75.43554331053919,-76.70750012993635,-79.83823411373834,-84.9218058044802
-26.176072242818083,-47.71898747791861,-50.929058655650756,-40.30475979527794,-64.10987002914214,-55.032082008648395,-59.796670129250074,-70.10534841898381,-77.97221278392615,-80.63731382994791,-76.36991840841488,-77.42927265330852,-74.84825127568057,-78.99105412578396,-78.32203928830155,-73.9913883814132,-78.98236402684296,,-86.44757663391577,-82.34193753424348,-82.54156802394984,,,,
-34.57166962714901,-36.108572720195085,-43.16828847551837,-68.4152859406755,-48.587407813287605,-65.73518694729384,-55.9236487008116,-55.832308269867916,-58.04186757366585,-59.19570968929868,-66.81202417397728,-73.46384385746373,-80.47069933126278,-89.97290200091864,-77.24246773632014,-70.07419067957596,-85.85306360736394,-82.35460501613261,-87.28878492035693,-89.77857680244135,-88.13725552985234,-86.2674015395442,,-88.77194113654296,-87.02499650900667
-42.74932241508983,-53.36853606990305,-45.31246686957052,-50.09782919203168,-46.04025849023645,-64.08526327737503,-69.88453117334201,-79.38028301426795,-74.61776699881675,-78.12401281273665,-81.5921063026225,-79.0708095456291,-71.99778713552831,-82.60617251639258,-78.58061887271836,,-89.5339553659244,-88.33959160304488,-86.27661513937927,-89.31542234494391,-87.53682098726613,-84.58243277057895,,,
-18.191957324184237,-25.699937989446596,-30.367624684083044,-32.353941935567185,-34.41888479406519,-39.93926862741337,-54.0138110692685,-57.15100377015148,-65.37076220545583,-61.49021455578028,-66.7785899789973,-59.50878606836984,-71.98821169023316,-63.68444569919462,-59.91382195481085,-64.2227953881652,-73.32137838540822,-76.72359142218681,-71.805598731827,-81.29371135525514,-61.83533785512827,-79.44687190520105,-83.36721625179123,,
-22.355973552218234,-16.097406793853107,-30.503205698003093,-38.06083805020455,-38.880567442458776,-46.58454064181151,-36.33400831731719,-43.85020694091779,-37.096666771563505,-40.51572550339819,-49.72215492107673,-68.21515240026602,-50.90475411126703,-49.59319728185074,-46.74953193781467,-46.06850194650047,-51.7344445831272,-65.87994443191077,-60.22811970271449,-61.829925033584466,-62.003307457999846,-75.52979140324892,-60.67432472687194,-59.616927988354924,-68.27615437229571
-33.83170632227563,-38.2013872948422,-35.725146032102245,-42.56473677344071,-51.213097834211034,-57.46381279099725,-59.24395708895046,-65.83653897878297,-66.1100623230836,-62.622262889320965,-80.23162468585616,-68.14212364198427,-74.83457603816191,-73.02962625003885,-83.152041645264,-76.58670196333246,-87.27482306706584,-82.91200298696435,,,-88.24799084750603,,,,
-22.351150995004065,-32.2385136695585,-23.274934597966215,-25.940796210685235,-50.70894396597154,-42.85503044548649,-35.45765811523603,-36.57001250519808,-43.579942308195754,-45.8829766534907,-54.37407856575798,-54.959512578537534,-47.69790691923033,-54.986380757994255,-51.50469580051533,-55.124112552580826,-60.75246485026416,-59.76634137891943,-52.252782504937194,-58.17199599528654,-59.58006023663468,-61.412103845990835,-79.81081171804064,-87.45709884649098,-85.81732570043032
-28.600303335715687,-48.434377243265864,-40.86601048446605,-34.09466574072665,-36.10090421730685,-65.62588846754115,-37.23043497545433,-44.74651972384292,-48.65289452916798,-48.521866994500265,-54.909367392938044,-55.16007015089299,-58.771764831357785,-65.94675029795484,-60.53655325760021,-63.009816083563415,-55.460987995293905,-66.54049415812615,-73.77370424893469,-72.12641255090621,-66.41874201471833,-82.56610386858159,-64.15384304781938,-69.92625802672731,-74.92138809252292
-43.58965578692823,-48.97160965826613,-55.68995209306946,-45.645420919557864,-47.955275694797635,-58.11857219670047,-47.52741386386356,-61.51462426231387,-66.26242490805596,-63.628961746333005,-74.21692774982625,-67.65017470861262,-66.10083336559246,-72.54477905178179,-75.88317313439848,-69.94092663975091,-85.03012594020718,-88.60852102557259,-87.69837018577861,-76.26155412844018,-81.50023660038248,-86.92777566428198,-88.42869315802463,,
-26.16873859803809,-22.053452083056765,-28.414188887814895,-38.51466133960032,-32.72705901438651,-45.02485957294362,-44.650064676804035,-37.68400174236954,-41.534254029311306,-38.27573235953205,-60.365541170650765,-58.0313487022592,-56.708606634022644,-51.64297622324119,-57.286314029543476,-60.137966866643524,-61.89576169440219,-67.34301220991222,-57.20768600097608,-66.12050285049075,-70.96092024184097,-70.0819243380547,-68.73955411531333,-74.48303717537456,-73.60312667639214
-33.073318532070495,-31.087103027423606,-38.744519585101365,-45.07268584508619,-42.78945064532181,-47.96597006920228,-52.94546425003911,-59.313839864415975,-61.116060255474515,-84.71120383951218,-68.09197861511927,-69.1785709181841,-77.2667875521373,,-86.02934321615749,,,,,,,,,,
-15.669833071853592,-36.28128292759175,-28.262870718785305,-37.7410406846191,-26.65544372520084,-31.52052009501578,-42.91947189974159,-37.830302920981374,-36.57532514106072,-38.992766403045536,-35.79936433663568,-40.10802806773698,-47.330852113562756,-46.229692368613755,-42.7611455213855,-54.7472412345462,-47.71812601169407,-53.884973236611195,-56.50047149096337,-61.56969355086871,-50.126233435100715,-60.50710266291795,-70.04127117467685,-60.03694651291543,-69.06355944986115
-47.36822259417767,-51.19138037934863,-53.31689945406461,-58.404377489896355,-69.13625018203332,-67.92448967776178,-65.79444243438142,-79.34768036319835,-83.24577818268666,-88.12455749597878,,-81.7544176545938,-79.90149381962449,-77.68062710446698,-82.27624768069039,-87.52182236935067,,,,,,,,,
-17.036906072754103,-23.449629660397623,-24.364645739942823,-30.549184367245267,-37.73549478488475,-33.038945464146046,-29.10893315665309,-49.982761399394924,-37.39376612457128,-51.099361490611194,-37.46640155513115,-37.95781456963373,-41.66362981002461,-52.30411297014984,-53.9063996630227,-56.74372115396151,-47.02632641755989,-49.092719725797956,-50.964270841415384,-59.6372077753606,-46.17037822238594,-51.64462091849161,-55.549055954352454,-56.03518704131778,-55.284740579048815
-30.139893275489243,-17.2312406424243,-43.23217711171102,-32.08320306288697,-27.891172007238296,-30.330619884495896,-25.006833408335304,-44.54144021362394,-31.356204598869006,-43.30338239843168,-52.71984054374061,-38.777590001986646,-72.19576091184666,-45.015748719438015,-47.879371657462976,-55.23980842417295,-52.27074471867244,-51.56376697223511,-56.453593804334915,-61.65609215211685,-58.00866867387035,-56.14916608825586,-60.41400500814658,-57.774291351165544,-61.10600789884917
-37.5766013546363,-33.49150650578591,-45.96315741291228,-38.8223846917871,-46.2144262473811,-54.63973402310824,-53.60517622493741,-58.64801903234456,-76.54575049394798,-69.71458198421207,-60.183916745918964,-64.74513398309095,-69.30226754144684,-64.41100372630497,-66.69360710076265,-65.0227622252476,-71.1343359339091,-76.79212583758608,-83.46781880858636,-80.04174815908694,-87.05488845046271,-84.40930669695761,-78.17958540565775,-84.55229413656058,-78.60216103957106
-33.147084482390504,-43.165478803951686,-41.851074239590396,-42.18848929780161,-49.287633446078985,-62.82635171742695,-57.60347257266346,-68.46087184688545,-64.67185940066952,-64.3657420432284,-65.29569734222714,-64.96339379969861,-81.07070332646292,-72.53335881793392,-82.20694905792179,-77.26918069945113,-80.453938595013,-87.24432633150457,-84.80045623720008,-89.37137030030539,-89.91420311885193,-88.35862383477598,-83.19593482311777,,-89.13767793467959
-36.921284877030736,-53.49792268570592,-56.65187892209201,-64.00613345017679,-67.08435514728586,-62.02156693460376,-59.31793461360487,-60.51089198147435,-80.20940180839168,-71.27215801252193,-68.43066738625258,-70.16872176189922,-74.11125100155114,-79.53773293448133,-76.80502083454915,-76.36306183944944,-85.11738528387667,-88.87910748813277,,,,,,,
